altitude,co,co_aux,co_working,gas_temp,gps_fix,heading,humidity,latitude,lonet_bat,longitude,no2,no2_aux,no2_working,pm1,pm10,pm2_5,w_pm1,w_pm10,w_pm2_5,sample_flow_rate,sampling_period,speed,temp,date,retries,timestamp,id,last_organicity_sync
58.3,798.40179,354.5,467.3,258.2,1,34,37.8,51.522766,87,-0.154557,520.71326,393.2,415.7,0.389,7.743,4.835,0,0,0,0.663,39.324,0.02,5.9,20170117235951,0,2017-01-17 23:59:59.51549+00,1,
57.5,765.68451,357.7,460.8,255,1,303.1,38.2,51.522751,84,-0.154593,506.57895,396.4,412.5,0.771,16.211,8.971,0,0,0,0.663,38.861,0.04,5.9,20170117235911,0,2017-01-17 23:59:20.091959+00,1,
54,880.19513,351.3,483.4,255,1,195.6,38.1,51.522758,84,-0.154643,534.84784,396.4,418.9,0.489,25.113,7.452,0,0,0,0.663,38.886,0.39,5.9,20170117235833,0,2017-01-17 23:58:40.518566+00,1,
56,863.8363,351.3,480.2,258.2,1,174.8,38,51.522812,91,-0.154627,506.57895,396.4,412.5,0.497,28.085,8.148,0,0,0,0.663,40.908,0.5,5.9,20170117235754,0,2017-01-17 23:58:01.436715+00,1,
65.7,978.34711,348,502.7,258.2,1,232.2,38,51.522835,87,-0.154625,506.57895,396.4,412.5,0.468,27.539,7.728,0,0,0,0.663,38.995,0.44,5.9,20170117235713,0,2017-01-17 23:57:21.282741+00,1,
72.2,1518.183,348,609.1,258.2,1,350.7,37.4,51.52285,84,-0.154555,506.57895,393.2,412.5,0.645,38.38,11.544,0,0,0,0.663,40.029,0.06,5.9,20170117235634,0,2017-01-17 23:56:41.753222+00,1,
73.1,847.47778,351.3,477,255,1,216.9,37.7,51.522854,92,-0.154563,506.57895,389.9,412.5,0.704,13.66,8.496,0,0,0,0.663,39.432,0.04,6,20170117235553,0,2017-01-17 23:56:02.289554+00,1,
65.8,814.7605,341.6,470.5,251.8,1,110.3,37.3,51.522919,85,-0.154682,478.31003,396.4,406.1,0.713,18.855,8.844,0,0,0,0.663,39.12,0.11,5.9,20170117235514,0,2017-01-17 23:55:22.661822+00,1,
60.6,929.27112,354.5,493.1,255,1,115.5,37.2,51.522907,93,-0.15487,506.57895,399.6,412.5,0.698,24.343,8.25,0,0,0,0.663,39.808,0.19,6,20170117235435,0,2017-01-17 23:54:43.118482+00,1,
62,782.04303,357.7,464.1,255,1,303.7,37.7,51.522896,88,-0.15487,478.31003,399.6,406.1,0.674,18.17,9.026,0,0,0,0.663,39.426,0.06,6.1,20170117235355,0,2017-01-17 23:54:03.813104+00,1,
61.5,782.04303,348,464.1,255,1,157.9,37.9,51.522903,89,-0.154873,520.71326,396.4,415.7,0.709,29.652,8.908,0,0,0,0.663,39.202,0.07,6.1,20170117235315,0,2017-01-17 23:53:24.111296+00,1,
59.4,880.19513,354.5,483.4,258.2,1,207.7,37.6,51.522934,84,-0.15491,506.57895,396.4,412.5,0.837,18.46,8.736,0,0,0,0.663,41.624,0.17,6.1,20170117235236,0,2017-01-17 23:52:44.559463+00,1,
56.4,831.11914,354.5,473.7,255,1,219.2,37.5,51.522942,85,-0.154892,520.71326,399.6,415.7,1.019,30.682,10.531,0,0,0,0.663,39.509,0.06,6.1,20170117235154,0,2017-01-17 23:52:03.171054+00,1,
48.2,961.98846,351.3,499.5,255,1,212.3,37.9,51.522964,85,-0.154845,492.44449,396.4,409.3,0.687,13.253,8.059,0,0,0,0.663,39.322,0.09,6.2,20170117235115,0,2017-01-17 23:51:23.718559+00,1,
40.2,765.68451,354.5,460.8,255,1,243.2,38.5,51.52301,84,-0.154868,492.44449,393.2,409.3,0.699,39.724,9.995,0,0,0,0.663,39.304,0.02,6.1,20170117235036,0,2017-01-17 23:50:44.226496+00,1,
39,782.04303,354.5,464.1,258.2,1,124.3,38.1,51.523029,87,-0.154897,506.57895,396.4,412.5,0.999,28.353,9.807,0,0,0,0.663,39.786,0.09,6.1,20170117234956,0,2017-01-17 23:50:04.748041+00,1,
38.5,814.7605,354.5,470.5,258.2,1,174.3,38.2,51.523037,85,-0.154897,492.44449,386.7,409.3,41.527,97.321,58.465,0,0,0,0.663,39.724,0.02,6.3,20170117234916,0,2017-01-17 23:49:24.985798+00,1,
38.2,732.96716,344.8,454.4,258.2,1,209.2,38.5,51.523052,91,-0.15492,492.44449,396.4,409.3,335.701,433.38,402.074,0,0,0,0.731,39.398,0.07,6.3,20170117234837,0,2017-01-17 23:48:45.569253+00,1,
42.3,732.96716,344.8,454.4,255,1,29.8,38.4,51.523037,85,-0.154958,492.44449,399.6,409.3,0.843,19.65,7.599,0,0,0,0.875,38.955,0.02,6.3,20170117234757,0,2017-01-17 23:48:05.796829+00,1,
38.3,765.68451,348,460.8,258.2,1,191.6,38.5,51.523045,91,-0.154965,492.44449,396.4,409.3,84.232,120.587,99.484,0,0,0,0.875,38.764,0.09,6.2,20170117234718,0,2017-01-17 23:47:26.316141+00,1,
38.1,896.55377,370.6,486.6,258.2,1,343.7,39.1,51.523037,85,-0.154933,506.57895,396.4,412.5,171.548,239.204,203.05,0,0,0,0.795,40.686,0.04,6.3,20170117234639,0,2017-01-17 23:46:46.807025+00,1,
39.3,945.62964,364.2,496.3,255,1,294.3,39.3,51.523003,91,-0.154915,492.44449,396.4,409.3,0.95,22.026,11.043,0,0,0,0.746,39.559,0.06,6.4,20170117234559,0,2017-01-17 23:46:07.891511+00,1,
37.9,831.11914,348,473.7,255,1,39.1,39.5,51.522957,90,-0.154902,492.44449,399.6,409.3,162.405,235.552,202.135,0,0,0,0.746,39.513,0.04,6.4,20170117234519,0,2017-01-17 23:45:27.746778+00,1,
39.1,798.40179,344.8,467.3,255,1,49.8,39.9,51.522984,92,-0.154903,492.44449,396.4,409.3,0.819,27.448,10.331,0,0,0,0.932,37.882,0.04,6.4,20170117234439,0,2017-01-17 23:44:48.177572+00,1,
38.5,814.7605,348,470.5,258.2,1,351.2,39.8,51.522976,86,-0.154947,492.44449,396.4,409.3,0.604,14.274,7.303,0,0,0,0.932,41.064,0.06,6.4,20170117234401,0,2017-01-17 23:44:08.55681+00,1,
34.5,863.8363,351.3,480.2,255,1,209.9,40.3,51.522915,86,-0.154937,506.57895,396.4,412.5,3.943,12.94,9.794,0,0,0,0.932,39.167,0.02,6.3,20170117234320,0,2017-01-17 23:43:30.500503+00,1,
34.3,798.40179,351.3,467.3,255,1,49.3,40.6,51.522949,85,-0.154937,506.57895,396.4,412.5,0.834,22.834,10.344,0,0,0,0.756,39.083,0.04,6.4,20170117234241,0,2017-01-17 23:42:49.551722+00,1,
34.5,1060.1404,360.9,518.8,258.2,1,188.5,40.5,51.522968,86,-0.154917,520.71326,393.2,415.7,1.036,25.039,11.224,0,0,0,0.756,39.949,0.07,6.5,20170117234202,0,2017-01-17 23:42:10.258871+00,1,
37.9,1027.4231,354.5,512.4,258.2,1,338.5,40.8,51.522934,84,-0.154902,478.31003,396.4,406.1,0.886,19.431,8.877,0,0,0,0.756,38.945,0.06,6.5,20170117234122,0,2017-01-17 23:41:30.475029+00,1,
43.5,978.34711,351.3,502.7,258.2,1,274.6,41.2,51.522907,92,-0.154838,506.57895,396.4,412.5,1.297,21.664,11.957,0,0,0,0.756,39.945,0.07,6.5,20170117234043,0,2017-01-17 23:40:51.052044+00,1,
51,929.27112,344.8,493.1,255,1,280.3,41.5,51.5228,91,-0.154675,492.44449,396.4,409.3,0.96,23.879,9.951,0,0,0,0.709,39.86,0.07,6.4,20170117234003,0,2017-01-17 23:40:11.794557+00,1,
50.7,961.98846,348,499.5,258.2,1,170,41.6,51.522812,85,-0.154645,506.57895,399.6,412.5,1.071,24.143,13.466,0,0,0,0.709,39.249,0.02,6.3,20170117233923,0,2017-01-17 23:39:31.782024+00,1,
45.3,961.98846,354.5,499.5,258.2,1,143.9,41,51.522881,87,-0.154665,520.71326,396.4,415.7,0.67,24.805,10.253,0,0,0,0.709,39.684,0.06,6.4,20170117233844,0,2017-01-17 23:38:52.135843+00,1,
53.3,1011.0643,351.3,509.2,258.2,1,130.3,41.1,51.5229,94,-0.154682,506.57895,389.9,412.5,0.873,30.25,10.55,0,0,0,0.709,39.665,0.06,6.3,20170117233804,0,2017-01-17 23:38:12.795061+00,1,
61.4,1125.5751,354.5,531.7,258.2,1,315.4,41.3,51.52293,88,-0.15469,506.57895,396.4,412.5,0.923,18.604,10.524,0,0,0,0.709,38.788,0.41,6.4,20170117233724,0,2017-01-17 23:37:33.175706+00,1,
61.7,978.34711,351.3,502.7,251.8,1,177.3,41.6,51.522934,84,-0.154643,506.57895,389.9,412.5,0.886,16.888,10.583,0,0,0,0.709,40.027,0.65,6.5,20170117233645,0,2017-01-17 23:36:53.578901+00,1,
64.9,945.62964,348,496.3,258.2,1,9.3,41.5,51.523006,93,-0.154652,492.44449,393.2,409.3,0.744,16.377,9.089,0,0,0,0.709,39.304,0.04,6.4,20170117233605,0,2017-01-17 23:36:14.082386+00,1,
65,880.19513,348,483.4,258.2,1,152.1,41.6,51.523006,90,-0.154652,506.57895,396.4,412.5,0.936,43.275,12.128,0,0,0,0.709,39.745,0.02,6.4,20170117233526,0,2017-01-17 23:35:34.686153+00,1,
64.5,945.62964,351.3,496.3,258.2,1,161.4,41.9,51.52301,85,-0.154648,506.57895,396.4,412.5,1.134,27.485,11.718,0,0,0,0.709,39.406,0.04,6.3,20170117233446,0,2017-01-17 23:34:55.181954+00,1,
66.4,863.8363,351.3,480.2,258.2,1,299.6,41.8,51.522995,87,-0.154588,478.31003,396.4,406.1,1.211,43.007,12.722,0,0,0,0.709,39.545,0.04,6.3,20170117233407,0,2017-01-17 23:34:15.385605+00,1,
66.9,831.11914,348,473.7,255,1,192.5,42,51.52301,85,-0.154583,506.57895,396.4,412.5,0.899,19.228,9.496,0,0,0,0.709,39.384,0.02,6.4,20170117233327,0,2017-01-17 23:33:35.955028+00,1,
66.9,912.91248,351.3,489.8,258.2,1,295.7,41.9,51.52301,85,-0.15458,506.57895,389.9,412.5,0.943,33.508,13.515,0,0,0,0.709,39.725,0.06,6.3,20170117233248,0,2017-01-17 23:32:56.393311+00,1,
67.3,978.34711,357.7,502.7,255,1,6.4,42.2,51.52301,87,-0.154555,520.71326,393.2,415.7,0.96,37.616,12.697,0,0,0,0.709,38.844,0.07,6.3,20170117233208,0,2017-01-17 23:32:16.908356+00,1,
68,929.27112,344.8,493.1,255,1,121,42.4,51.523022,95,-0.154567,520.71326,396.4,415.7,0.751,34.73,11.829,0,0,0,0.709,40.169,0.02,6.3,20170117233129,0,2017-01-17 23:31:37.153809+00,1,
69.1,1272.803,351.3,560.7,255,1,42.6,42.5,51.523006,85,-0.154578,492.44449,396.4,409.3,0.795,19.519,9.757,0,0,0,0.709,38.862,0.06,6.1,20170117233049,0,2017-01-17 23:30:57.809812+00,1,
68.3,1387.3136,360.9,583.3,258.2,1,302.9,42,51.522964,85,-0.154577,506.57895,396.4,412.5,0.746,25.758,10.536,0,0,0,0.709,39.985,0.06,6.3,20170117233010,0,2017-01-17 23:30:18.049084+00,1,
68.4,1289.1616,357.7,564,258.2,1,339.9,41.7,51.522957,85,-0.154577,506.57895,396.4,412.5,0.629,34.618,9.284,0,0,0,0.709,39.189,0,6.2,20170117232930,0,2017-01-17 23:29:39.041808+00,1,
64.5,1321.879,357.7,570.4,258.2,1,218.2,41.7,51.522987,84,-0.154538,478.31003,399.6,406.1,0.878,35.268,10.976,0,0,0,0.709,39.382,0.06,6.4,20170117232851,0,2017-01-17 23:28:59.074467+00,1,
65.4,1060.1404,364.2,518.8,255,1,191,41.4,51.522984,93,-0.154597,506.57895,393.2,412.5,0.815,21.88,10.301,0,0,0,0.709,39.639,0.06,6.5,20170117232811,0,2017-01-17 23:28:19.739493+00,1,
64.6,945.62964,348,496.3,258.2,1,19.6,41.1,51.523056,85,-0.154643,506.57895,396.4,412.5,0.651,34.852,9.734,0,0,0,0.709,39.456,0.02,6.5,20170117232731,0,2017-01-17 23:27:40.038318+00,1,
64.8,1011.0643,351.3,509.2,255,1,352.7,41.1,51.522949,86,-0.154647,492.44449,396.4,409.3,0.737,18.893,10.339,0,0,0,0.709,39.477,0.15,6.4,20170117232652,0,2017-01-17 23:27:00.587694+00,1,
63.5,1125.5751,357.7,531.7,255,1,108.7,41.6,51.522888,83,-0.154673,506.57895,393.2,412.5,0.864,37.663,11.058,0,0,0,0.709,40.546,0.02,6.5,20170117232612,0,2017-01-17 23:26:20.931936+00,1,
61.3,1092.8574,348,525.3,258.2,1,302.5,41.4,51.522881,91,-0.15468,492.44449,393.2,409.3,0.901,25.144,14.054,0,0,0,0.709,40.122,0.04,6.5,20170117232532,0,2017-01-17 23:25:39.399195+00,1,
60.9,1011.0643,357.7,509.2,255,1,119.7,41.1,51.522854,85,-0.15467,534.84784,396.4,418.9,0.837,21.961,10.636,0,0,0,0.709,40.085,0.04,6.5,20170117232452,0,2017-01-17 23:25:00.634495+00,1,
56.2,929.27112,348,493.1,258.2,1,50.7,40.8,51.522881,87,-0.1547,520.71326,393.2,415.7,1.08,31.87,11.598,0,0,0,0.709,39.33,0.06,6.5,20170117232412,0,2017-01-17 23:24:20.83443+00,1,
51.4,831.11914,348,473.7,258.2,1,179.6,41.2,51.522923,89,-0.154655,520.71326,396.4,415.7,1.306,23.584,13.242,0,0,0,0.709,39.605,0.15,6.5,20170117232332,0,2017-01-17 23:23:40.827667+00,1,
43.9,1043.7817,357.7,515.6,258.2,1,226.7,41.4,51.522949,93,-0.154607,478.31003,396.4,406.1,1.036,34.954,12.839,0,0,0,0.709,39.245,0.06,6.5,20170117232252,0,2017-01-17 23:23:01.238315+00,1,
44,1272.803,351.3,560.7,255,1,32.2,42.2,51.52301,94,-0.154647,492.44449,389.9,409.3,0.849,22.673,12.274,0,0,0,0.709,39.605,0.07,6.6,20170117232213,0,2017-01-17 23:22:21.698604+00,1,
43.7,1076.499,348,522.1,255,1,49.4,42.4,51.522934,84,-0.154683,506.57895,399.6,412.5,1.138,52.457,15.257,0,0,0,0.709,39.085,0.07,6.5,20170117232134,0,2017-01-17 23:21:42.199353+00,1,
44,1109.2164,354.5,528.5,255,1,75.2,42.4,51.522915,92,-0.154693,534.84784,393.2,418.9,1.323,40.217,13.329,0,0,0,0.709,39.624,0.06,6.5,20170117232054,0,2017-01-17 23:21:02.704822+00,1,
45.4,1076.499,348,522.1,255,1,95.6,42.7,51.522881,84,-0.154707,534.84784,399.6,418.9,1.22,37.191,15.315,0,0,0,0.709,39.414,0.04,6.4,20170117232015,0,2017-01-17 23:20:23.129707+00,1,
45.9,1043.7817,354.5,515.6,258.2,1,192.9,42.7,51.522888,85,-0.154717,492.44449,396.4,409.3,1.147,36.696,14.366,0,0,0,0.709,39.392,0.09,6.5,20170117231935,0,2017-01-17 23:19:43.524859+00,1,
43.1,1011.0643,354.5,509.2,255,1,271.6,42.2,51.522976,91,-0.154793,548.9823,396.4,422.2,1.2,43.491,14.213,0,0,0,0.709,39.984,0.06,6.4,20170117231856,0,2017-01-17 23:19:04.365189+00,1,
36.9,961.98846,348,499.5,255,1,329.2,42.1,51.522938,86,-0.154775,478.31003,396.4,406.1,0.792,19.247,10.572,0,0,0,0.709,38.19,0.04,6.5,20170117231816,0,2017-01-17 23:18:24.619547+00,1,
43.1,1027.4231,351.3,512.4,261.5,1,336,42.3,51.522953,85,-0.154633,492.44449,396.4,409.3,0.922,35.563,12.914,0,0,0,0.709,37.662,0.17,6.5,20170117231737,0,2017-01-17 23:17:44.957595+00,1,
47.7,1060.1404,351.3,518.8,255,1,19.8,42,51.522923,85,-0.154555,478.31003,393.2,406.1,0.787,31.819,8.681,0,0,0,0.709,48.106,0.57,6.5,20170117231700,1,2017-01-17 23:17:06.558234+00,1,
48.6,961.98846,354.5,499.5,258.2,1,306.8,41.8,51.522846,85,-0.154565,506.57895,396.4,412.5,1.197,51.86,13.67,0,0,0,0.709,38.903,0.33,6.5,20170117231612,0,2017-01-17 23:16:20.181228+00,1,
47.9,929.27112,348,493.1,258.2,1,28.8,41.7,51.522812,94,-0.154548,534.84784,393.2,418.9,1.069,33.259,12.955,0,0,0,0.709,39.569,0.06,6.5,20170117231533,0,2017-01-17 23:15:40.696479+00,1,
42,880.19513,351.3,483.4,255,1,0.9,41.6,51.522572,89,-0.154537,506.57895,393.2,412.5,1.012,47.384,13.85,0,0,0,0.709,38.765,0.26,6.4,20170117231453,0,2017-01-17 23:15:01.068241+00,1,
39.9,880.19513,348,483.4,258.2,1,164.6,41.8,51.522572,84,-0.154563,506.57895,396.4,412.5,1.048,30.45,12.856,0,0,0,0.709,40.502,0.69,6.4,20170117231414,0,2017-01-17 23:14:22.002065+00,1,
40.6,1109.2164,351.3,528.5,258.2,1,155.8,41.9,51.522728,85,-0.15474,492.44449,396.4,409.3,0.859,30.943,11.413,0,0,0,0.709,38.374,0.83,6.4,20170117231334,0,2017-01-17 23:13:42.114099+00,1,
39.6,1076.499,348,522.1,255,1,264,41.9,51.522705,85,-0.154673,506.57895,396.4,412.5,0.778,37.527,12.442,0,0,0,0.709,40.876,0.09,6.4,20170117231255,0,2017-01-17 23:13:02.432745+00,1,
40.5,880.19513,351.3,483.4,258.2,1,9.5,41.9,51.522671,91,-0.154612,520.71326,396.4,415.7,0.662,47.991,13.224,0,0,0,0.709,39.346,0.07,6.4,20170117231214,0,2017-01-17 23:12:23.018346+00,1,
48.1,880.19513,341.6,483.4,251.8,1,142.2,41.9,51.522671,86,-0.154667,478.31003,389.9,406.1,0.798,36.558,11.787,0,0,0,0.709,44.109,0.09,6.4,20170117231135,0,2017-01-17 23:11:43.407699+00,1,
54.3,912.91248,348,489.8,258.2,1,184.6,41.8,51.522732,87,-0.154653,506.57895,393.2,412.5,0.678,24.572,11.134,0,0,0,0.709,40.242,0.09,6.4,20170117231051,0,2017-01-17 23:11:03.993485+00,1,
50.7,945.62964,360.9,496.3,258.2,1,46,41.5,51.522549,85,-0.154697,492.44449,396.4,409.3,0.809,26.501,9.701,0,0,0,0.709,39.726,0.04,6.4,20170117231010,0,2017-01-17 23:10:19.670768+00,1,
50.6,929.27112,354.5,493.1,258.2,1,141.2,41.7,51.522465,94,-0.154675,506.57895,399.6,412.5,0.658,28.043,10.735,0,0,0,0.709,39.503,0.04,6.5,20170117230931,0,2017-01-17 23:09:39.136815+00,1,
48.6,1289.1616,348,564,255,1,233,41.9,51.522503,87,-0.154693,492.44449,399.6,409.3,0.815,29.298,11.169,0,0,0,0.709,38.063,0.11,6.5,20170117230851,0,2017-01-17 23:08:59.542793+00,1,
50.4,863.8363,348,480.2,258.2,1,278.4,41.8,51.522522,87,-0.154677,506.57895,396.4,412.5,0.933,20.094,11.158,0,0,0,0.709,38.968,0.33,6.5,20170117230813,0,2017-01-17 23:08:20.214988+00,1,
46.2,765.68451,348,460.8,255,1,238.3,41.6,51.522514,91,-0.154572,520.71326,399.6,415.7,1.043,16.944,11.207,0,0,0,0.709,38.705,0.09,6.5,20170117230734,0,2017-01-17 23:07:42.247952+00,1,
45.7,929.27112,357.7,493.1,258.2,1,106.9,41.9,51.522522,85,-0.154588,492.44449,396.4,409.3,0.764,17.511,10.335,0,0,0,0.709,39.546,0.04,6.6,20170117230655,0,2017-01-17 23:07:02.823717+00,1,
50.1,1076.499,357.7,522.1,258.2,1,283.1,41.9,51.522495,85,-0.154668,591.38556,399.6,431.8,0.872,28.202,9.547,0,0,0,0.709,40.566,0.02,6.6,20170117230616,0,2017-01-17 23:06:24.014064+00,1,
53.3,912.91248,351.3,489.8,258.2,1,226.4,42.2,51.522476,88,-0.154552,506.57895,396.4,412.5,1.054,37.473,11.162,0,0,0,0.709,38.494,0.02,6.7,20170117230535,0,2017-01-17 23:05:44.245969+00,1,
57.2,912.91248,344.8,489.8,258.2,1,163.7,41.9,51.522507,85,-0.154568,506.57895,396.4,412.5,0.924,28.106,11.936,0,0,0,0.709,40.513,0.2,6.7,20170117230456,0,2017-01-17 23:05:04.135949+00,1,
53.3,880.19513,357.7,483.4,255,1,149.1,41.6,51.52253,85,-0.154685,492.44449,393.2,409.3,0.855,24.429,12.749,0,0,0,0.709,39.425,0.57,6.8,20170117230416,0,2017-01-17 23:04:24.671213+00,1,
54.3,847.47778,351.3,477,258.2,1,8.5,41.4,51.522488,89,-0.154605,520.71326,396.4,415.7,0.944,21.107,11.423,0,0,0,0.709,39.006,0.31,6.8,20170117230336,0,2017-01-17 23:03:45.101611+00,1,
57.6,863.8363,354.5,480.2,258.2,1,190,41.2,51.522507,85,-0.154623,506.57895,396.4,412.5,0.865,27.513,12.87,0,0,0,0.709,39.509,1.89,6.8,20170117230257,0,2017-01-17 23:03:05.559434+00,1,
62.6,929.27112,348,493.1,258.2,1,187,41.2,51.522793,85,-0.15453,492.44449,396.4,409.3,0.72,28.203,10.278,0,0,0,0.709,39.222,0.81,6.8,20170117230218,0,2017-01-17 23:02:26.447968+00,1,
59.6,814.7605,351.3,470.5,258.2,1,12.1,41.6,51.522934,85,-0.154605,478.31003,396.4,406.1,0.947,13.655,9.356,0,0,0,0.709,39.929,0.31,6.8,20170117230138,0,2017-01-17 23:01:46.694043+00,1,
61.7,847.47778,348,477,255,1,3.3,42.1,51.522884,85,-0.154652,506.57895,396.4,412.5,1.063,26.677,12.586,0,0,0,0.709,39.545,0.28,6.8,20170117230059,0,2017-01-17 23:01:06.815898+00,1,
61.9,782.04303,357.7,464.1,255,1,6.2,42.5,51.522881,85,-0.154653,492.44449,396.4,409.3,1.029,26.78,11.308,0,0,0,0.709,39.124,0.02,6.8,20170117230019,0,2017-01-17 23:00:27.594344+00,1,
63.4,749.32587,357.7,457.6,255,1,136.1,42.8,51.5229,85,-0.154663,492.44449,396.4,409.3,349.089,431.999,419.815,0,0,0,0.709,40.025,0.04,6.8,20170117225940,0,2017-01-17 22:59:48.05854+00,1,
62.5,732.96716,344.8,454.4,255,1,70.6,43.8,51.522884,85,-0.154683,478.31003,396.4,406.1,287.464,346.478,333.375,0,0,0,0.833,39.521,0.04,6.8,20170117225900,0,2017-01-17 22:59:08.471364+00,1,
61.9,863.8363,351.3,480.2,258.2,1,35.6,43.7,51.522888,85,-0.154695,492.44449,396.4,409.3,196.202,242.416,229.486,0,0,0,0.929,39.408,0.39,6.7,20170117225820,0,2017-01-17 22:58:28.782731+00,1,
67.7,863.8363,348,480.2,255,1,329.3,43.1,51.522781,85,-0.154808,506.57895,396.4,412.5,0.139,2.418,1.489,0,0,0,5.692,39.367,0.76,6.7,20170117225741,0,2017-01-17 22:57:49.109744+00,1,
58.8,978.34711,354.5,502.7,258.2,1,350.1,42.6,51.522625,87,-0.154703,520.71326,396.4,415.7,0.129,2.767,1.667,0,0,0,4.933,39.741,0.06,6.7,20170117225701,0,2017-01-17 22:57:09.643148+00,1,
60.5,896.55377,348,486.6,255,1,6,42.6,51.522636,86,-0.154725,548.9823,396.4,422.2,0.125,3.443,1.71,0,0,0,4.933,39.426,0.07,6.7,20170117225621,0,2017-01-17 22:56:30.39886+00,1,
60.2,863.8363,348,480.2,255,1,358.2,42.6,51.522629,88,-0.154722,492.44449,396.4,409.3,0.089,3.744,1.587,0,0,0,3.7,39.505,0.02,6.7,20170117225542,0,2017-01-17 22:55:50.551769+00,1,
58.6,782.04303,344.8,464.1,255,1,300.3,43.3,51.52261,86,-0.154663,478.31003,393.2,406.1,0.135,3.664,1.964,0,0,0,3.7,38.506,0.07,6.7,20170117225502,0,2017-01-17 22:55:11.058977+00,1,
57.2,765.68451,351.3,460.8,258.2,1,95.5,43.7,51.522644,94,-0.154602,506.57895,396.4,412.5,0.136,3.868,2.144,0,0,0,3.7,40.663,0.06,6.7,20170117225424,0,2017-01-17 22:54:31.434036+00,1,
55.2,798.40179,348,467.3,251.8,1,257.5,44.3,51.522747,85,-0.154617,506.57895,393.2,412.5,0.118,4.699,1.98,0,0,0,3.7,39.124,0.04,6.6,20170117225343,0,2017-01-17 22:53:52.14046+00,1,
55.4,896.55377,344.8,486.6,258.2,1,88.9,44.5,51.522758,86,-0.154598,506.57895,396.4,412.5,0.11,4.312,2.107,0,0,0,3.7,39.726,0.02,6.6,20170117225304,0,2017-01-17 22:53:12.255954+00,1,
57.9,994.70563,344.8,506,255,1,109.8,44.8,51.522827,85,-0.154618,492.44449,396.4,409.3,0.093,3.203,1.611,0,0,0,3.7,39.287,0.06,6.5,20170117225224,0,2017-01-17 22:52:32.799695+00,1,
60.6,945.62964,354.5,496.3,258.2,1,206.8,44.7,51.522778,92,-0.154595,492.44449,393.2,409.3,0.13,3.494,2.007,0,0,0,3.7,39.244,0,6.5,20170117225145,0,2017-01-17 22:51:53.246516+00,1,
63.5,847.47778,348,477,255,1,209.9,44.4,51.522861,86,-0.154557,464.17557,396.4,402.8,0.095,4.373,1.971,0,0,0,3.7,39.605,0.02,6.4,20170117225105,0,2017-01-17 22:51:13.700137+00,1,
65.2,1011.0643,351.3,509.2,255,1,321.4,44.5,51.522846,86,-0.154578,492.44449,393.2,409.3,0.079,2.898,1.563,0,0,0,3.7,39.583,0.04,6.4,20170117225026,0,2017-01-17 22:50:34.400653+00,1,
71,1060.1404,354.5,518.8,258.2,1,89.4,45.3,51.522793,85,-0.154608,478.31003,393.2,406.1,0.116,3.727,1.937,0,0,0,3.7,39.029,0.09,6.4,20170117224946,0,2017-01-17 22:49:54.923782+00,1,
69.8,961.98846,348,499.5,258.2,1,346.5,44.7,51.522686,85,-0.154605,492.44449,393.2,409.3,0.106,4.919,1.874,0,0,0,3.7,39.232,0.07,6.4,20170117224907,0,2017-01-17 22:49:15.037647+00,1,
69.8,716.60852,335.2,451.2,255,1,242.3,0,51.522678,87,-0.154582,478.31003,393.2,406.1,0,0,0,0,0,0,3.7,17.316,0.04,0,20170117224828,0,2017-01-17 22:48:35.652236+00,1,
86.2,978.34711,354.5,502.7,258.2,1,281.1,47.6,51.522629,85,-0.154652,492.44449,393.2,409.3,0.837,31.66,15.34,0,0,0,0.583,39.462,0.02,6,20170117224246,0,2017-01-17 22:42:54.730701+00,1,
85.8,1141.9337,354.5,535,258.2,1,228.6,47.4,51.522625,93,-0.1546,492.44449,393.2,409.3,0.712,38.797,15.847,0,0,0,0.583,39.244,0.04,6.2,20170117224206,0,2017-01-17 22:42:15.19631+00,1,
93.8,978.34711,348,502.7,258.2,1,11.9,47,51.52269,86,-0.154612,506.57895,396.4,412.5,0.757,32.638,14.96,0,0,0,0.583,38.614,0.09,6.2,20170117224127,0,2017-01-17 22:41:35.594154+00,1,
93.5,1011.0643,348,509.2,258.2,1,238.4,47.2,51.522686,84,-0.15461,506.57895,396.4,412.5,0.729,28.603,13.408,0,0,0,0.583,40.56,0.04,6.3,20170117224048,0,2017-01-17 22:40:56.392735+00,1,
93,912.91248,348,489.8,255,1,56.7,47,51.522678,91,-0.154597,478.31003,393.2,406.1,0.88,62.386,17.505,0,0,0,0.583,39.521,0,6.2,20170117224008,0,2017-01-17 22:40:16.519686+00,1,
100.5,929.27112,348,493.1,255,1,306.5,47,51.522629,87,-0.154625,520.71326,396.4,415.7,0.668,26.244,13.23,0,0,0,0.583,38.946,0.02,6.1,20170117223928,0,2017-01-17 22:39:37.054448+00,1,
99.6,912.91248,357.7,489.8,258.2,1,136.5,46.9,51.52261,87,-0.154607,492.44449,396.4,409.3,0.89,36.674,17.444,0,0,0,0.583,39.129,0.06,6.2,20170117223849,0,2017-01-17 22:38:57.375621+00,1,
99.2,1043.7817,348,515.6,255,1,22.8,46.9,51.522636,85,-0.15463,506.57895,396.4,412.5,0.716,31.956,13.592,0,0,0,0.583,39.464,0.02,6.3,20170117223810,0,2017-01-17 22:38:18.331702+00,1,
