"","date","site","nox","no2","o3","so2","co","pm10_raw","pm10","nv10","code"
"8952",2017-01-07 23:00:00,"Westminster - Marylebone Road",162.07665,41.8345,0.24875,3.775,0.495,28.66929,32.1359437843884,NA,"MY1"
"8953",2017-01-08 00:00:00,"Westminster - Marylebone Road",158.3004,38.1169333333333,0.331666666666667,3.86666666666667,0.396,27.3929175,31.3317936133782,NA,"MY1"
"8954",2017-01-08 01:00:00,"Westminster - Marylebone Road",99.2230666666667,33.2294666666667,0.331666666666667,3.4,0.231,21.86197,26.775576407775,NA,"MY1"
"8955",2017-01-08 02:00:00,"Westminster - Marylebone Road",74.341775,31.360425,0.74625,3.075,0.22275,19.2110425,23.379859338315,NA,"MY1"
"8956",2017-01-08 03:00:00,"Westminster - Marylebone Road",66.285775,27.730825,0.870625,2.65,0.198,18.1637625,23.0146120829688,NA,"MY1"
"8957",2017-01-08 04:00:00,"Westminster - Marylebone Road",43.25065,24.7151,1.791,2.475,0.099,14.334645,20.8386514334493,NA,"MY1"
"8958",2017-01-08 05:00:00,"Westminster - Marylebone Road",83.354425,28.628025,1.04475,2.425,0.17325,18.0328525,22.5052613937383,NA,"MY1"
"8959",2017-01-08 06:00:00,"Westminster - Marylebone Road",103.77135,32.4208,0.522375,2.65,0.22275,22.3528825,26.2058833649082,NA,"MY1"
"8960",2017-01-08 07:00:00,"Westminster - Marylebone Road",174.991425,36.993375,0.621875,3.025,0.3465,29.7492975,31.8255703153362,NA,"MY1"
"8961",2017-01-08 08:00:00,"Westminster - Marylebone Road",217.96515,44.2541,0.522375,3.75,0.42075,30.698395,30.556580906412,NA,"MY1"
